s_no,name,country_origin,flag,flag_basis,category_segment,hall,stand,source_url
691,Rare Agriculture wealth pvt ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P44A,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
692,Rashmi Group,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,C5-105,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
693,Real Time Data Services Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 2,B2-05,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
694,Realtek Semiconductor Corp.,Taiwan,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Taiwan"".",IT & Communications,Hall 5,C5-275,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
695,Rechner Infosystems Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,E4-07,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
696,Reconstructive Healthcare Solutions Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,E1-01,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
697,RecruitmentBricks,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,C3-08,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
698,Redian Software,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,E4-27,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
699,Redington Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,A3-50,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
700,Reeloid Media Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,D5-88,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
701,Reeyam Engineering And Technology Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P24,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
702,Regard Network Solution Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 5,A5-61,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
703,Regashri Technolgies Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,A5-62,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
704,Responscity Systems,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Future Cities,Hall 3,B3-64,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
705,Rhino Services Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 1,A1-41,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
706,RingMoney,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P116,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
707,RishiKirti Technologies,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,E4-14,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
708,Risknox.ai,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P34,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
709,RLAI Consultancy Pvt. Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,E1-01,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
710,RLG Systems India Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,C4-09,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
711,"RoadAthena®, Road for Growth",India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,D5-80-A,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
712,ROBBO TECHNOLOGIES,Russia,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Russia"".",IT & Communications,Hall 3,B3-50,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
713,Robonite Robotics & STEAM Education Pvt Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P57,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
