gjepc_exhibitor_id,name,origin_flag,country_or_origin,flag_basis,section,hall,stall,city_as_listed
EXH1347,KANTHILAL AND SONS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-B 4g,CHENNAI
EXH917,KANTILAL CHHOTALAL,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_diamonds,Hall Pavillion,JIO-G 13d,MUMBAI
EXH722,KANYSNA JEWELS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6Q 111,MUMBAI
EXH690,KAPOOR CHAINS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2F 127,MUMBAI
EXH1146,KAPU GEMS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_diamonds,Hall Pavillion,JIO-J 16j,MUMBAI
EXH1068,KARAN MARKING SYSTEMS PVT. LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5V 569H,MUMBAI
EXH1054,KARATGAUGE,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5V 622,ERNAKULAM
EXH212,KARNISH JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 462A,SURAT
EXH1171,KASVI GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3L 342,MUMBAI
EXH1064,KATARIA JEWELLERY INSURANCE CONSULTANCY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,allied,Hall Aurum,AU 047,MUMBAI
EXH499,KATTAS GEMS & JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-T 34k,JAIPUR
EXH1367,KATYAYANI JEWELS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 187,NEW DELHI
EXH283,KAVAN JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 257E,MUMBAI
EXH1208,KD COINCRAFT,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-U 35i,RAIPUR
EXH1087,KEEVA DIAMOND,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_diamonds,Hall Pavillion,JIO-G 13b,MUMBAI
EXH171,KEEVA JEWELS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lgd_jewellery,Hall Pavillion,JIO-Z 46e,SURAT
EXH35,KELKAR DYNAMICS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5U 535,NASHIK
EXH1506,KENVI JEWELS LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 152,AHMEDABAD
EXH1532,KESHAVLAL DALPATBHAI ZAVERI & CO,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6N 092A,MUMBAI
EXH13,KETAN GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-M 22m,MUMBAI
EXH2017,KGK DIAMONDS (I) PVT. LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_diamonds,Hall Pavillion,JIO-H 16a,MUMBAI
EXH1594,KHAJANCHI JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6R 126C,BIKANER
EXH1008,KHAMBATI JEWELLERY TOOLS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5U 572C,MUMBAI
EXH412,KHANDELWAL GEMS AND JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3Q 403E,KANPUR
EXH1406,KHATER JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3N 399B,KOLKATA
EXH1603,KHATORIA GEM HOUSE,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AK 45j,JAIPUR
EXH1142,KIA DIAMONDS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2J 258AB,MUMBAI
EXH1774,KIK JEWELLS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6R 129B,KOLKATA
EXH797,KINU BABA JEWELLERY (INDIA) PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AC 11c,JAIPUR
EXH1592,KIRA DIAM LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lgd_jewellery,Hall Pavillion,JIO-Y 46a,MUMBAI
EXH634,KIRAN GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AG 37d,JAIPUR
EXH1137,KIYAASH,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3Q 426,SURAT
EXH1468,KK ORNAMENTS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 264B,HYDERABAD
EXH285,KKM GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-C 4m,NEW DELHI
